event_id,application,event_type,user_role,processing_time_ms,payload_size_kb,status,region,timestamp
17654,GitHub,deployment,analyst,1856,938,success,us-west-2,2026-06-28 14:41:39.604387
17655,Salesforce,release,analyst,1072,240,success,eu-west-1,2026-06-20 12:44:39.604553
17656,Slack,deployment,analyst,762,339,success,us-west-2,2026-06-11 22:25:39.604711
17657,ServiceNow,issue,analyst,582,284,success,us-west-2,2026-06-21 19:50:39.604876
17658,GitHub,push,admin,1906,905,success,eu-west-1,2026-07-10 14:17:39.605058
17659,Jira,pull_request,admin,1549,64,success,eu-west-1,2026-06-27 00:11:39.605220
17660,Slack,issue,admin,272,878,success,us-east-1,2026-06-11 00:17:39.605376
17661,Jira,release,admin,1993,323,success,eu-west-1,2026-06-18 04:28:39.605560
17662,Slack,release,developer,684,382,success,eu-west-1,2026-06-29 20:42:39.605724
17663,GitHub,push,developer,1158,632,success,us-east-1,2026-06-30 11:17:39.605886
17664,Slack,pull_request,analyst,1788,774,success,us-west-2,2026-07-03 08:06:39.606075
17665,ServiceNow,release,developer,1161,648,success,us-east-1,2026-06-11 13:46:39.606244
17666,ServiceNow,deployment,developer,1204,139,success,us-west-2,2026-07-04 19:33:39.606387
17667,Slack,deployment,developer,1057,214,success,us-east-1,2026-06-18 08:05:39.606561
17668,Jira,push,developer,738,437,success,eu-west-1,2026-07-11 12:08:39.606744
17669,ServiceNow,pull_request,admin,1106,461,success,us-west-2,2026-06-19 07:25:39.606916
17670,ServiceNow,deployment,analyst,1061,627,success,eu-west-1,2026-06-24 10:24:39.607156
17671,GitHub,push,admin,1495,19,success,us-west-2,2026-06-14 03:34:39.607330
17672,Slack,issue,developer,102,605,success,us-west-2,2026-06-20 07:32:39.607508
17673,Slack,release,analyst,1365,580,success,eu-west-1,2026-07-08 01:15:39.607687
17674,GitHub,release,developer,1003,235,success,us-west-2,2026-06-13 07:32:39.607867
17675,Jira,release,developer,841,861,success,us-west-2,2026-06-14 07:11:39.608084
17676,ServiceNow,deployment,admin,467,46,success,us-west-2,2026-07-06 07:45:39.608277
17677,ServiceNow,pull_request,developer,1926,99,success,eu-west-1,2026-06-28 21:07:39.608458
17678,Jira,push,admin,439,217,success,us-west-2,2026-06-23 12:44:39.608657
17679,GitHub,pull_request,developer,1536,20,success,eu-west-1,2026-07-01 06:41:39.608839
17680,GitHub,pull_request,admin,1097,217,success,us-east-1,2026-06-16 20:52:39.609038
17681,Slack,issue,analyst,865,847,success,us-east-1,2026-07-10 03:44:39.609230
17682,Salesforce,pull_request,admin,1004,662,success,us-west-2,2026-07-09 22:39:39.609412
17683,ServiceNow,issue,developer,456,645,success,us-west-2,2026-06-24 14:33:39.609607
17684,ServiceNow,push,analyst,1489,4,success,us-west-2,2026-06-28 11:31:39.609788
17685,Salesforce,release,developer,291,642,success,us-east-1,2026-06-18 08:41:39.609970
17686,Jira,issue,analyst,114,805,success,us-east-1,2026-06-29 02:39:39.610194
17687,Slack,push,developer,577,881,success,eu-west-1,2026-06-30 02:32:39.610378
17688,GitHub,release,developer,384,866,success,us-west-2,2026-06-28 15:24:39.610571
17689,Jira,push,analyst,592,117,success,us-east-1,2026-06-29 17:03:39.610760
17690,Salesforce,push,admin,395,609,success,us-east-1,2026-06-20 18:27:39.610943
17691,Slack,deployment,admin,1741,633,success,us-east-1,2026-06-24 20:30:39.611159
17692,ServiceNow,deployment,developer,1485,729,success,eu-west-1,2026-06-19 23:37:39.611343
17693,GitHub,issue,developer,132,133,success,us-west-2,2026-06-15 00:17:39.611524
17694,Salesforce,deployment,developer,1309,800,failed,us-west-2,2026-06-15 18:51:39.611720
17695,Salesforce,issue,admin,717,135,success,us-east-1,2026-07-06 20:51:39.611900
17696,Salesforce,push,analyst,880,628,success,us-west-2,2026-06-26 01:16:39.612100
17697,ServiceNow,issue,developer,1234,735,success,eu-west-1,2026-07-12 19:19:39.612281
17698,Slack,deployment,developer,684,401,success,us-west-2,2026-07-13 12:08:39.612463
17699,ServiceNow,release,admin,1720,366,success,eu-west-1,2026-06-29 21:21:39.612658
17700,Slack,deployment,developer,1428,154,success,us-east-1,2026-06-19 11:14:39.612840
17701,Jira,pull_request,developer,658,154,success,us-east-1,2026-06-26 14:31:39.613061
17702,Salesforce,push,admin,1914,917,success,us-east-1,2026-06-16 02:22:39.613247
17703,Jira,push,analyst,1140,630,success,eu-west-1,2026-06-24 19:56:39.613427
17704,Slack,issue,admin,1354,270,success,eu-west-1,2026-07-02 08:15:39.613617
17705,Slack,push,admin,955,681,success,us-east-1,2026-07-11 11:40:39.613798
17706,Salesforce,release,analyst,1275,59,success,eu-west-1,2026-07-07 14:44:39.613997
17707,Salesforce,pull_request,analyst,813,663,success,eu-west-1,2026-06-19 11:23:39.614180
17708,ServiceNow,deployment,admin,16,531,success,eu-west-1,2026-07-15 00:39:39.614370
17709,ServiceNow,issue,developer,81,484,success,us-east-1,2026-07-13 02:10:39.614567
17710,ServiceNow,issue,admin,838,167,success,us-east-1,2026-06-12 14:18:39.614759
17711,Slack,push,analyst,609,718,success,eu-west-1,2026-07-15 06:31:39.614944
17712,GitHub,deployment,admin,1880,928,success,eu-west-1,2026-06-29 22:27:39.615145
17713,Slack,release,admin,542,710,success,eu-west-1,2026-06-16 15:35:39.615329
17714,GitHub,issue,analyst,1583,88,success,us-east-1,2026-07-12 08:00:39.615511
17715,Jira,pull_request,analyst,41,837,success,eu-west-1,2026-07-14 00:00:39.615710
17716,Slack,issue,admin,1223,258,success,eu-west-1,2026-07-03 22:11:39.615894
17717,ServiceNow,push,admin,1796,365,success,us-east-1,2026-07-02 15:47:39.616112
17718,Salesforce,pull_request,analyst,1496,312,success,eu-west-1,2026-07-10 18:36:39.616297
17719,GitHub,push,analyst,1841,760,success,eu-west-1,2026-06-16 08:15:39.616477
17720,Jira,release,analyst,939,395,success,us-west-2,2026-07-06 02:02:39.616681
17721,Salesforce,push,analyst,750,256,success,us-east-1,2026-07-06 03:10:39.616861
17722,Jira,deployment,admin,1609,276,success,eu-west-1,2026-06-22 00:07:39.617065
17723,ServiceNow,deployment,admin,812,616,success,eu-west-1,2026-07-07 08:04:39.617255
17724,GitHub,push,admin,1566,722,success,us-west-2,2026-06-14 12:41:39.617433
17725,ServiceNow,issue,admin,750,616,success,us-east-1,2026-07-07 05:34:39.617633
17726,Jira,issue,admin,1734,804,success,eu-west-1,2026-07-08 03:47:39.617812
17727,Slack,deployment,developer,694,210,success,us-west-2,2026-07-07 15:09:39.618009
17728,GitHub,deployment,admin,1748,87,success,us-west-2,2026-06-27 00:54:39.618199
17729,Slack,release,developer,764,552,success,eu-west-1,2026-07-05 21:55:39.618379
17730,Slack,issue,analyst,1857,844,success,us-west-2,2026-06-26 01:03:39.618572
17731,GitHub,issue,admin,1191,906,success,us-west-2,2026-06-25 23:56:39.618753
17732,Slack,release,admin,474,922,success,us-west-2,2026-06-20 20:23:39.618942
17733,Salesforce,issue,admin,1741,492,success,us-west-2,2026-06-30 21:33:39.619156
17734,ServiceNow,deployment,developer,1037,619,success,us-west-2,2026-06-25 01:50:39.619340
17735,Jira,issue,analyst,1298,408,success,eu-west-1,2026-07-09 11:53:39.619523
17736,Salesforce,deployment,analyst,312,252,success,us-west-2,2026-06-22 19:50:39.619706
17737,ServiceNow,push,admin,1503,411,failed,eu-west-1,2026-06-26 12:20:39.619860
17738,Jira,deployment,developer,436,554,success,us-west-2,2026-07-01 17:14:39.620047
17739,Jira,deployment,developer,1641,283,success,us-west-2,2026-06-19 04:18:39.620226
17740,ServiceNow,push,admin,164,278,success,eu-west-1,2026-06-22 21:41:39.620387
17741,ServiceNow,deployment,analyst,1874,923,success,eu-west-1,2026-07-10 23:57:39.620566
17742,ServiceNow,release,developer,783,543,success,us-east-1,2026-07-02 11:40:39.620735
17743,GitHub,pull_request,admin,234,525,success,eu-west-1,2026-06-22 10:29:39.620876
17744,GitHub,release,analyst,415,879,success,us-east-1,2026-06-22 20:23:39.621063
17745,Salesforce,deployment,admin,584,798,success,us-west-2,2026-06-21 09:44:39.621247
17746,Jira,push,developer,469,289,success,us-west-2,2026-07-15 12:30:39.621416
17747,Slack,push,admin,1730,854,success,eu-west-1,2026-06-13 19:34:39.621600
17748,Jira,issue,developer,1601,754,success,eu-west-1,2026-07-03 14:00:39.621759
17749,ServiceNow,deployment,analyst,1546,501,success,eu-west-1,2026-06-17 16:13:39.621910
17750,GitHub,pull_request,analyst,1920,124,success,us-west-2,2026-06-22 15:55:39.622101
17751,Salesforce,issue,analyst,408,307,success,eu-west-1,2026-06-25 11:08:39.622260
17752,Slack,push,developer,1071,736,success,eu-west-1,2026-06-29 15:04:39.622427
17753,Jira,issue,admin,1842,363,success,us-east-1,2026-06-19 19:01:39.622572
17754,Jira,issue,admin,156,228,success,us-west-2,2026-06-23 23:49:39.622674
17755,Salesforce,release,analyst,613,892,success,eu-west-1,2026-07-07 17:45:39.622772
17756,Salesforce,issue,developer,176,491,success,eu-west-1,2026-06-13 05:09:39.622869
17757,Slack,deployment,admin,1160,23,success,us-east-1,2026-06-19 19:07:39.622964
17758,Jira,issue,admin,67,447,failed,eu-west-1,2026-06-20 08:16:39.623137
17759,Salesforce,pull_request,admin,764,337,success,us-east-1,2026-07-01 05:29:39.623241
17760,GitHub,deployment,developer,97,482,success,us-west-2,2026-06-24 03:11:39.623337
17761,GitHub,release,admin,861,407,failed,us-west-2,2026-06-24 21:39:39.623434
17762,Slack,release,developer,500,814,success,us-west-2,2026-06-22 10:02:39.623532
17763,Slack,push,analyst,606,122,success,us-west-2,2026-07-12 20:51:39.623646
17764,ServiceNow,pull_request,admin,1602,236,success,eu-west-1,2026-06-27 01:46:39.623742
17765,Salesforce,release,developer,593,513,success,eu-west-1,2026-07-14 16:56:39.623837
17766,GitHub,pull_request,admin,1806,904,success,us-east-1,2026-07-12 10:22:39.623932
17767,Jira,pull_request,analyst,901,275,failed,eu-west-1,2026-07-07 13:38:39.624073
17768,ServiceNow,push,developer,256,855,success,eu-west-1,2026-07-12 02:12:39.624172
17769,Salesforce,issue,developer,101,191,success,us-west-2,2026-06-18 02:06:39.624268
17770,ServiceNow,push,analyst,712,338,success,us-west-2,2026-07-12 07:13:39.624365
17771,ServiceNow,release,developer,1780,962,success,us-east-1,2026-07-05 11:17:39.624467
17772,ServiceNow,release,developer,582,925,success,eu-west-1,2026-07-11 08:43:39.624572
17773,ServiceNow,release,admin,1268,285,success,us-east-1,2026-06-28 09:00:39.624673
17774,ServiceNow,deployment,admin,646,297,success,eu-west-1,2026-07-11 21:56:39.624772
17775,Salesforce,deployment,developer,1079,572,success,us-east-1,2026-07-01 08:51:39.624867
17776,GitHub,issue,analyst,74,993,success,us-west-2,2026-06-14 11:45:39.624964
17777,GitHub,push,admin,286,710,success,us-east-1,2026-07-12 22:54:39.625110
17778,ServiceNow,issue,developer,295,287,success,eu-west-1,2026-06-21 06:03:39.625208
17779,ServiceNow,pull_request,developer,1609,109,success,us-east-1,2026-06-15 08:43:39.625306
17780,Slack,push,analyst,58,180,success,us-west-2,2026-07-10 01:18:39.625402
17781,GitHub,pull_request,admin,1156,982,success,us-west-2,2026-06-13 23:16:39.625499
17782,Jira,issue,developer,913,811,success,us-east-1,2026-07-10 06:20:39.625603
17783,GitHub,pull_request,analyst,1255,350,success,us-east-1,2026-07-06 11:07:39.625700
17784,Salesforce,deployment,admin,889,640,success,us-east-1,2026-07-09 03:25:39.625795
17785,ServiceNow,issue,admin,518,549,success,us-east-1,2026-07-09 01:17:39.625890
17786,GitHub,issue,admin,771,989,success,us-east-1,2026-06-30 16:23:39.626012
17787,GitHub,deployment,developer,906,303,success,us-east-1,2026-06-20 00:45:39.626129
17788,Jira,release,developer,814,430,success,eu-west-1,2026-07-03 02:41:39.626226
17789,Jira,issue,analyst,1877,408,success,eu-west-1,2026-06-12 00:51:39.626321
17790,GitHub,pull_request,analyst,495,658,success,us-west-2,2026-06-15 05:46:39.626414
17791,Salesforce,deployment,admin,704,335,success,us-east-1,2026-06-19 12:35:39.626508
17792,Slack,issue,admin,318,976,success,us-east-1,2026-07-07 09:54:39.626612
17793,Salesforce,pull_request,developer,23,598,success,us-east-1,2026-06-30 04:09:39.626717
17794,Salesforce,issue,admin,1406,665,success,eu-west-1,2026-06-17 12:40:39.626813
17795,Salesforce,issue,analyst,1974,181,success,us-east-1,2026-07-06 21:14:39.626920
17796,Salesforce,push,admin,237,423,success,us-east-1,2026-06-15 10:55:39.627094
17797,Jira,release,analyst,1148,803,success,us-west-2,2026-06-18 16:43:39.627275
17798,GitHub,pull_request,admin,654,679,success,us-east-1,2026-07-08 21:38:39.627447
17799,ServiceNow,release,admin,426,535,success,us-west-2,2026-06-20 03:34:39.627632
17800,GitHub,pull_request,admin,1247,716,success,us-east-1,2026-06-26 23:45:39.627794
17801,Salesforce,pull_request,analyst,1797,118,success,eu-west-1,2026-07-07 03:58:39.627962
17802,Salesforce,deployment,analyst,406,986,success,us-west-2,2026-07-02 08:34:39.628142
17803,GitHub,pull_request,developer,1988,145,success,us-east-1,2026-07-13 14:26:39.628294
17804,Jira,deployment,developer,1000,675,success,us-east-1,2026-06-22 01:50:39.628475
17805,GitHub,deployment,developer,638,203,success,us-east-1,2026-07-06 19:27:39.628664
17806,Jira,push,admin,1131,611,success,us-west-2,2026-06-19 15:46:39.628836
17807,GitHub,issue,admin,1432,46,success,us-east-1,2026-06-25 23:29:39.629014
17808,GitHub,release,admin,1821,516,success,eu-west-1,2026-07-02 14:04:39.629179
17809,Jira,issue,developer,1108,373,success,us-east-1,2026-06-22 03:07:39.629333
17810,Slack,issue,admin,443,331,success,us-east-1,2026-07-02 19:10:39.629492
17811,Slack,deployment,admin,1802,288,success,us-east-1,2026-07-10 02:00:39.629666
17812,ServiceNow,pull_request,analyst,1678,905,success,us-east-1,2026-07-12 00:01:39.629829
17813,Slack,pull_request,analyst,699,819,success,us-east-1,2026-06-15 03:49:39.629931
17814,Jira,release,developer,75,92,success,eu-west-1,2026-06-24 12:14:39.630092
17815,Jira,release,developer,1387,260,success,us-east-1,2026-07-05 08:36:39.630192
17816,ServiceNow,deployment,analyst,1268,395,success,us-east-1,2026-06-24 22:50:39.630289
17817,Jira,push,admin,788,681,success,us-east-1,2026-07-09 16:06:39.630385
17818,Salesforce,push,admin,813,661,success,eu-west-1,2026-07-08 22:17:39.630484
17819,Slack,pull_request,developer,1206,902,success,eu-west-1,2026-06-18 20:24:39.630591
17820,GitHub,deployment,developer,1432,595,failed,us-west-2,2026-06-22 07:05:39.630686
17821,ServiceNow,push,analyst,684,848,success,us-east-1,2026-06-20 01:14:39.630781
17822,Slack,push,developer,1004,569,success,eu-west-1,2026-06-29 15:00:39.630876
17823,Slack,release,developer,374,300,success,us-west-2,2026-06-20 03:12:39.630992
17824,ServiceNow,pull_request,admin,979,632,success,eu-west-1,2026-06-23 21:05:39.631123
17825,Slack,deployment,developer,918,683,success,eu-west-1,2026-07-03 04:22:39.631225
17826,Slack,release,developer,1677,385,success,us-west-2,2026-06-28 07:10:39.631320
17827,GitHub,issue,analyst,272,65,success,us-west-2,2026-06-29 21:24:39.631418
17828,Salesforce,deployment,developer,1336,648,success,eu-west-1,2026-06-13 00:44:39.631511
17829,Salesforce,deployment,admin,1221,184,success,us-east-1,2026-07-14 01:12:39.631616
17830,Jira,issue,admin,1443,69,success,us-east-1,2026-06-15 13:27:39.631711
17831,ServiceNow,push,admin,1331,196,success,eu-west-1,2026-06-30 22:19:39.631806
17832,ServiceNow,push,developer,1747,898,success,us-east-1,2026-07-06 01:07:39.631900
17833,Salesforce,issue,developer,741,243,success,us-east-1,2026-07-09 01:46:39.632028
17834,Slack,release,admin,255,911,success,us-west-2,2026-07-09 22:33:39.632147
17835,GitHub,pull_request,admin,586,361,success,us-west-2,2026-06-26 14:03:39.632245
17836,GitHub,pull_request,developer,921,357,success,us-east-1,2026-07-12 22:44:39.632340
17837,Slack,release,developer,1632,584,success,us-west-2,2026-07-10 07:22:39.632440
17838,Slack,push,admin,993,503,failed,eu-west-1,2026-06-13 13:58:39.632533
17839,ServiceNow,deployment,developer,658,686,success,us-east-1,2026-06-24 02:00:39.632639
17840,Jira,release,developer,1953,10,success,eu-west-1,2026-06-24 00:27:39.632733
17841,Jira,deployment,developer,1430,827,success,us-west-2,2026-06-27 15:45:39.632826
17842,Salesforce,release,admin,1132,510,success,us-east-1,2026-06-20 05:09:39.632919
17843,Salesforce,push,developer,356,735,failed,eu-west-1,2026-07-11 23:20:39.633060
17844,Jira,pull_request,analyst,465,955,success,us-east-1,2026-06-13 10:44:39.633166
17845,Jira,deployment,admin,1687,397,success,us-east-1,2026-07-12 21:36:39.633264
17846,Salesforce,push,analyst,321,333,success,eu-west-1,2026-06-26 03:17:39.633358
17847,Salesforce,push,admin,522,64,success,eu-west-1,2026-06-15 10:55:39.633451
17848,Jira,release,admin,1846,89,success,us-west-2,2026-06-25 23:38:39.633573
17849,ServiceNow,release,analyst,225,311,success,us-west-2,2026-07-07 21:24:39.633670
17850,Salesforce,pull_request,admin,599,905,success,us-west-2,2026-06-12 18:42:39.633765
17851,GitHub,deployment,analyst,1792,561,success,us-west-2,2026-07-12 01:02:39.633860
17852,ServiceNow,pull_request,admin,1250,818,success,us-west-2,2026-07-08 01:13:39.633954
17853,GitHub,deployment,analyst,620,632,success,us-west-2,2026-06-23 22:32:39.634093
17854,ServiceNow,pull_request,developer,1238,390,success,us-east-1,2026-06-20 22:50:39.634196
17855,Salesforce,push,analyst,1906,189,success,us-east-1,2026-07-13 12:46:39.634295
17856,Slack,push,analyst,1374,71,success,us-west-2,2026-07-02 00:46:39.634389
17857,Jira,push,admin,182,714,success,us-east-1,2026-07-08 20:08:39.634483
17858,Jira,deployment,admin,995,142,success,us-east-1,2026-06-16 22:02:39.634587
17859,Slack,pull_request,developer,907,994,success,us-east-1,2026-06-26 23:52:39.634680
17860,ServiceNow,issue,admin,1213,854,success,us-west-2,2026-06-29 04:59:39.634773
17861,ServiceNow,issue,developer,1729,476,success,us-east-1,2026-07-01 00:38:39.634867
17862,GitHub,deployment,developer,891,899,success,us-west-2,2026-06-28 08:15:39.634960
17863,ServiceNow,deployment,admin,1855,737,success,us-west-2,2026-06-17 14:08:39.635102
17864,ServiceNow,release,analyst,1845,424,success,us-east-1,2026-06-16 22:01:39.635206
17865,Salesforce,push,analyst,1644,120,success,us-west-2,2026-06-30 01:05:39.635304
17866,Slack,push,admin,1585,238,success,us-west-2,2026-06-25 07:21:39.635405
17867,Jira,pull_request,analyst,653,216,success,eu-west-1,2026-07-07 21:03:39.635504
17868,Slack,issue,admin,574,644,success,us-east-1,2026-06-16 17:59:39.635611
17869,ServiceNow,deployment,admin,1668,595,success,us-west-2,2026-06-16 11:14:39.635707
17870,GitHub,issue,developer,355,580,success,eu-west-1,2026-07-04 17:18:39.635800
17871,Jira,release,developer,1426,354,success,us-west-2,2026-06-12 09:40:39.635894
17872,Slack,deployment,analyst,1335,743,success,us-west-2,2026-07-05 13:25:39.636017
17873,Salesforce,issue,admin,1613,676,success,eu-west-1,2026-07-05 03:24:39.636127
17874,Jira,pull_request,developer,633,859,success,eu-west-1,2026-06-11 01:46:39.636224
17875,ServiceNow,release,admin,930,994,success,eu-west-1,2026-07-12 14:03:39.636325
17876,Jira,pull_request,analyst,1328,441,success,eu-west-1,2026-06-11 20:27:39.636420
17877,Jira,push,developer,1071,612,success,us-west-2,2026-06-12 19:27:39.636515
17878,GitHub,pull_request,developer,577,557,success,eu-west-1,2026-07-11 05:02:39.636625
17879,Slack,issue,developer,1076,335,success,us-east-1,2026-07-09 01:21:39.636729
17880,Slack,deployment,admin,734,394,success,us-east-1,2026-07-02 15:07:39.636824
17881,GitHub,pull_request,admin,478,867,success,us-west-2,2026-06-27 07:07:39.636918
17882,Jira,push,analyst,968,132,success,us-west-2,2026-06-19 00:03:39.637053
17883,Jira,pull_request,admin,1841,547,success,us-east-1,2026-07-12 00:31:39.637153
17884,ServiceNow,pull_request,admin,1426,726,success,eu-west-1,2026-07-10 10:21:39.637252
17885,Jira,release,admin,160,42,success,us-west-2,2026-07-11 07:46:39.637349
17886,Jira,release,admin,1569,987,success,us-east-1,2026-07-12 16:09:39.637444
17887,GitHub,issue,analyst,709,671,success,us-west-2,2026-07-09 18:51:39.637545
17888,ServiceNow,push,admin,121,990,success,us-west-2,2026-06-27 03:05:39.637643
17889,Slack,pull_request,admin,413,518,success,eu-west-1,2026-06-28 07:01:39.637738
17890,GitHub,pull_request,developer,882,527,success,us-east-1,2026-06-18 10:38:39.637832
17891,Slack,release,developer,558,938,success,eu-west-1,2026-07-04 07:10:39.637926
17892,Salesforce,deployment,analyst,982,807,success,eu-west-1,2026-07-11 03:45:39.638033
17893,GitHub,issue,admin,907,398,success,us-west-2,2026-06-14 09:03:39.638134
17894,Jira,pull_request,developer,751,244,success,us-west-2,2026-07-10 03:43:39.638228
17895,GitHub,deployment,developer,435,828,success,us-east-1,2026-06-19 01:45:39.638329
17896,ServiceNow,release,admin,1650,149,success,eu-west-1,2026-06-19 11:08:39.638441
17897,GitHub,issue,analyst,331,444,success,us-west-2,2026-06-30 04:46:39.638543
17898,Salesforce,pull_request,admin,1100,580,success,us-east-1,2026-07-02 10:31:39.638641
17899,Slack,push,admin,712,573,success,us-east-1,2026-06-14 18:10:39.638736
17900,Salesforce,push,admin,801,969,success,us-west-2,2026-07-09 02:38:39.638831
17901,Slack,issue,admin,1432,492,success,eu-west-1,2026-06-14 16:00:39.638929
17902,GitHub,issue,admin,719,22,success,eu-west-1,2026-06-19 05:08:39.639038
17903,ServiceNow,issue,analyst,662,278,success,us-west-2,2026-07-04 21:45:39.639136
17904,Salesforce,deployment,developer,1728,433,success,eu-west-1,2026-07-05 16:19:39.639231
17905,Slack,push,developer,1894,864,success,us-west-2,2026-07-09 23:45:39.639332
17906,ServiceNow,pull_request,developer,883,994,success,eu-west-1,2026-06-28 19:14:39.639424
17907,Slack,release,developer,1474,483,success,us-west-2,2026-07-12 17:43:39.639517
17908,ServiceNow,release,analyst,269,783,success,us-east-1,2026-07-05 10:14:39.639619
17909,ServiceNow,push,developer,1537,168,success,eu-west-1,2026-06-21 01:46:39.639714
17910,Slack,release,analyst,1105,418,success,us-west-2,2026-07-14 13:34:39.639808
17911,GitHub,release,developer,1403,966,success,us-west-2,2026-06-18 09:16:39.639905
17912,Slack,push,developer,1231,526,success,eu-west-1,2026-06-22 01:34:39.640010
17913,Slack,release,analyst,667,15,success,us-east-1,2026-06-24 00:44:39.640105
17914,Jira,pull_request,developer,1031,231,success,us-west-2,2026-07-01 17:25:39.640198
17915,GitHub,push,developer,1922,795,success,us-east-1,2026-06-29 07:37:39.640293
17916,Jira,issue,developer,1102,856,success,us-west-2,2026-06-30 20:39:39.640388
17917,Salesforce,deployment,developer,1401,294,success,eu-west-1,2026-07-09 00:17:39.640482
17918,Salesforce,deployment,developer,614,282,success,us-west-2,2026-06-23 18:48:39.640585
17919,ServiceNow,pull_request,developer,1874,43,success,us-west-2,2026-07-01 08:50:39.640679
17920,Salesforce,release,admin,300,198,success,eu-west-1,2026-07-05 17:03:39.640771
17921,Salesforce,pull_request,developer,1116,976,success,us-west-2,2026-06-21 14:14:39.640863
17922,Jira,deployment,analyst,1858,401,success,eu-west-1,2026-07-14 10:44:39.640956
17923,Salesforce,release,analyst,1781,611,failed,us-west-2,2026-06-19 18:10:39.641068
17924,Jira,issue,developer,1149,300,success,us-east-1,2026-07-04 03:36:39.641163
17925,Jira,release,developer,593,964,success,us-west-2,2026-07-12 17:43:39.641257
17926,Salesforce,deployment,admin,1414,848,success,eu-west-1,2026-06-11 06:28:39.641359
17927,Salesforce,release,analyst,1590,746,success,us-west-2,2026-07-05 07:19:39.641452
17928,Salesforce,issue,developer,1936,164,success,us-east-1,2026-06-19 05:00:39.641553
17929,Jira,push,admin,1601,80,success,us-east-1,2026-06-12 16:43:39.641653
17930,GitHub,push,analyst,477,451,success,us-east-1,2026-07-07 20:04:39.641748
17931,Slack,deployment,developer,668,706,success,us-east-1,2026-06-21 00:29:39.641840
17932,Slack,release,analyst,1571,353,success,us-east-1,2026-06-15 17:57:39.641933
17933,Slack,issue,developer,211,541,success,us-east-1,2026-06-21 03:51:39.642039
17934,Slack,pull_request,admin,1370,247,success,us-west-2,2026-06-11 09:41:39.642134
17935,Slack,deployment,analyst,486,538,success,eu-west-1,2026-07-15 07:53:39.642226
17936,Slack,issue,analyst,1316,457,success,us-west-2,2026-06-18 21:27:39.642325
17937,Salesforce,issue,analyst,1985,237,success,eu-west-1,2026-07-05 12:40:39.642419
17938,GitHub,pull_request,developer,153,902,success,us-west-2,2026-06-20 06:10:39.642513
17939,Jira,push,developer,1588,146,success,us-west-2,2026-07-07 04:08:39.642616
17940,ServiceNow,deployment,analyst,1191,704,success,us-east-1,2026-06-13 02:36:39.642711
17941,Salesforce,pull_request,admin,1767,955,success,us-east-1,2026-06-13 03:22:39.642804
17942,GitHub,release,analyst,248,763,success,us-west-2,2026-07-03 13:08:39.642901
17943,Salesforce,release,analyst,1240,569,success,eu-west-1,2026-06-20 08:27:39.643007
17944,Salesforce,release,admin,1383,787,success,us-west-2,2026-06-26 07:58:39.643103
17945,Salesforce,issue,developer,1915,263,success,us-east-1,2026-07-01 02:31:39.643196
17946,Salesforce,deployment,developer,347,413,success,us-west-2,2026-07-04 16:08:39.643291
17947,ServiceNow,deployment,developer,794,287,success,eu-west-1,2026-07-06 01:26:39.643384
17948,Slack,issue,admin,1273,9,success,us-east-1,2026-07-01 19:23:39.643476
17949,ServiceNow,pull_request,analyst,742,673,success,eu-west-1,2026-07-14 07:29:39.643578
17950,ServiceNow,deployment,developer,1846,358,success,us-east-1,2026-07-05 09:33:39.643672
17951,Jira,push,analyst,1300,784,success,us-east-1,2026-07-06 13:50:39.643764
17952,Salesforce,push,developer,464,4,success,us-east-1,2026-06-21 20:39:39.643856
17953,Jira,push,admin,653,962,success,eu-west-1,2026-07-12 20:15:39.643948
17954,ServiceNow,issue,admin,1814,656,success,us-west-2,2026-06-15 23:00:39.644054
17955,ServiceNow,issue,analyst,1228,298,success,eu-west-1,2026-06-11 11:59:39.644148
17956,Salesforce,pull_request,admin,740,275,success,eu-west-1,2026-06-15 03:20:39.644243
17957,Jira,issue,admin,426,768,success,us-west-2,2026-07-02 04:42:39.644335
17958,Slack,pull_request,analyst,1317,171,success,us-west-2,2026-06-26 14:37:39.644428
17959,GitHub,issue,analyst,300,217,success,us-east-1,2026-06-30 10:00:39.644523
17960,GitHub,pull_request,developer,1079,870,success,eu-west-1,2026-07-05 04:23:39.644626
17961,Salesforce,pull_request,analyst,21,339,success,us-west-2,2026-07-06 23:15:39.644719
17962,Jira,issue,admin,1626,701,success,us-west-2,2026-06-20 23:18:39.644814
17963,Jira,pull_request,analyst,178,627,success,us-west-2,2026-06-12 16:59:39.644907
17964,Slack,pull_request,analyst,868,20,success,eu-west-1,2026-06-21 03:06:39.645012
17965,ServiceNow,deployment,admin,64,909,success,us-west-2,2026-07-04 23:00:39.645110
17966,Salesforce,pull_request,analyst,215,596,success,eu-west-1,2026-06-23 13:56:39.645206
17967,Salesforce,release,developer,1322,243,success,eu-west-1,2026-06-25 06:23:39.645299
17968,Salesforce,issue,analyst,327,940,failed,us-east-1,2026-06-14 02:12:39.645393
17969,Salesforce,issue,developer,579,231,success,eu-west-1,2026-06-14 10:27:39.645487
17970,Salesforce,push,developer,1564,184,success,us-west-2,2026-06-13 17:29:39.645591
17971,Jira,deployment,analyst,1782,66,failed,us-west-2,2026-06-30 06:36:39.645684
17972,Jira,release,analyst,1807,503,success,us-east-1,2026-06-14 22:03:39.645778
17973,Slack,pull_request,developer,133,590,success,us-east-1,2026-07-09 16:17:39.645873
